id,rank,name,symbol,slug,is_active,first_historical_data,last_historical_data
24225,332,MetFi,METFI,metfi2,1,05/04/2023,26/04/2024
28382,333,Myro,MYRO,myro,1,11/11/2023,26/04/2024
5566,334,Keep Network,KEEP,keep-network,1,13/05/2020,26/04/2024
12749,335,Nakamoto Games,NAKA,nakamoto-games,1,15/10/2021,26/04/2024
5444,336,Cartesi,CTSI,cartesi,1,23/04/2020,26/04/2024
4944,337,Tellor,TRB,tellor,1,19/11/2019,26/04/2024
1567,338,Nano,XNO,nano,1,07/03/2017,26/04/2024
2132,339,Powerledger,POWR,power-ledger,1,01/11/2017,26/04/2024
27750,340,Toshi,TOSHI,toshithecat,1,04/08/2023,26/04/2024
2505,341,Bluzelle,BLZ,bluzelle,1,06/02/2018,26/04/2024
10529,342,Sun (New),SUN,sun-token,1,21/06/2021,26/04/2024
7127,343,Velo,VELO,velo,1,22/09/2020,26/04/2024
29175,344,Wen,WEN,wen,1,26/01/2024,26/04/2024
1586,345,Ark,ARK,ark,1,22/03/2017,26/04/2024
8420,346,DAO Maker,DAO,dao-maker,1,09/02/2021,26/04/2024
30636,347,Zebec Network,ZBCN,zebec-network,1,15/04/2024,26/04/2024
5113,348,inSure DeFi,SURE,insure,1,07/01/2020,26/04/2024
9260,349,Zignaly,ZIG,zigcoin,1,16/04/2021,26/04/2024
4092,350,Dusk,DUSK,dusk,1,11/07/2019,26/04/2024
11865,351,Bone ShibaSwap,BONE,bone-shibaswap,1,13/09/2021,26/04/2024
28846,352,Sleepless AI,AI,sleepless-ai,1,04/01/2024,26/04/2024
25023,353,Milady Meme Coin,LADYS,milady-meme-coin,1,08/05/2023,26/04/2024
10180,354,Gomining,GMT,gomining-token,1,01/06/2021,26/04/2024
2982,355,MVL,MVL,mvl,1,27/07/2018,26/04/2024
4660,356,Telos,TLOS,telos,1,19/09/2019,26/04/2024
24927,357,crvUSD,CRVUSD,crvusd,1,28/06/2023,26/04/2024
4036,358,Contentos,COS,contentos,1,20/06/2019,26/04/2024
1230,359,Steem,STEEM,steem,1,18/04/2016,26/04/2024
3330,360,Pax Dollar,USDP,paxos-standard,1,27/09/2018,26/04/2024
28047,361,L7,LSD,l7-dex,1,19/09/2023,26/04/2024
7533,362,Oraichain,ORAI,oraichain-token,1,27/10/2020,26/04/2024
22850,363,Hivemapper,HONEY,hivemapper,1,04/12/2022,26/04/2024
14806,364,ConstitutionDAO,PEOPLE,constitutiondao,1,19/11/2021,26/04/2024
6841,365,Phala Network,PHA,phala-network,1,13/09/2020,26/04/2024
11165,366,Orca,ORCA,orca,1,10/08/2021,26/04/2024
21178,367,Metars Genesis,MRS,metars-genesis,1,01/08/2022,26/04/2024
2989,368,STASIS EURO,EURS,stasis-euro,1,30/07/2018,26/04/2024
1886,369,Dent,DENT,dent,1,12/08/2017,26/04/2024
7411,370,Covalent,CQT,covalent,1,23/06/2021,26/04/2024
2071,371,Request,REQ,request,1,20/10/2017,26/04/2024
8677,372,Symbol,XYM,symbol,1,19/03/2021,26/04/2024
1698,373,Horizen,ZEN,horizen,1,01/06/2017,26/04/2024
22265,374,Oasys,OAS,oasys,1,12/12/2022,26/04/2024
21473,375,Dione Protocol,DIONE,dione-protocol,1,22/08/2022,26/04/2024
22764,376,Hooked Protocol,HOOK,hooked-protocol,1,01/12/2022,26/04/2024
30491,377,Bitcoin Wizards,WZRD,bitcoin-wizards,1,10/04/2024,26/04/2024
